,comment,macrolabel,microlabel,source
198,머구잼.....,혐오발언,지역,온라인 댓글
199,ㅋㅋㅋㅋㅋㅋ이러니까 쌍도가 지 병신인거모르는병싱이라그러지ㅋㅋㅋㅋ진짜 홍어나 과메기나 한양에선 다 병신,혐오발언,지역,온라인 댓글
200,즌..라..도..,혐오발언,지역,온라인 댓글
201,쌍도 새끼들 극혐ㅋㅋ 홍어들만 지들 싫어하는줄암ㅋㅋ,혐오발언,지역,온라인 댓글
202,"인정한다,,,,쉬부레,,,,홍어,,쉐리덜,,,,",혐오발언,지역,온라인 댓글
203,경상도 미개하다 우리모두 인천으로 옵시다 경제수도 인천~,혐오발언,지역,온라인 댓글
204,대구의 인건비는 최하위라 난민도 거르는 실정,혐오발언,지역,온라인 댓글
205,충청도 뒷통수도 얼얼허노...,혐오발언,지역,온라인 댓글
206,여자는 경상도보다 전라도가 이쁨 ㅋㅋ,혐오발언,지역,온라인 댓글
207,첫줄 읽자마자 전라도 냄새나서 ㅁㅈㅎ,혐오발언,지역,온라인 댓글
208,전라도가 아닌게 더 신기,혐오발언,지역,온라인 댓글
209,홍어들의 고향세탁 기술은 LG 드럼세탁기 수준입니다.,혐오발언,지역,온라인 댓글
210,시발 전라도턱 보소 ㅋㅋ,혐오발언,지역,온라인 댓글
211,아니 공동명의 를 왜하냐 부부 라도 재산 은 확실히 따져야지 아니 엄밀히 따지고 보면 남남 이야 요즘시대에 무슨....어떤일을 할때는 최악의 경우를 항상 생각하고 해야 뒤탈이 없는거야 아니 왜 자기 돈을 여자한테 주냐 미친거 아니냐,혐오발언,지역,온라인 댓글
212,전라도 개새끼들은 학살만이 답이다,혐오발언,지역,온라인 댓글
213,쌍도부심 ㅁㅈㅎ 병신아 이와중에도 홍어야갤새끼들 풀발기하노 ㅋㅋ,혐오발언,지역,온라인 댓글
214,밤 12시 ~ 2시까지가 홍어새끼들 제일 많은거같음ㅋㅋ 이시간대가 딱 모이는 시간대냐?,혐오발언,지역,온라인 댓글
215,ㅇㅂ 홍어새끼들은 한국에서 썩 꺼져라,혐오발언,지역,온라인 댓글
216,군대 맞선임 광주새끼였는대 랑께~ 참 많이씀,혐오발언,지역,온라인 댓글
217,좆라도로 도망가,혐오발언,지역,온라인 댓글
218,홍어새끼들 신나서 얼씨구나하고 ㅇㅂ 주네 미친넘들 어휴,혐오발언,지역,온라인 댓글
219,라도나 개쌍도나,혐오발언,지역,온라인 댓글
220,전국 맘카페 세무조사해야합니다. 특히 제주맘 1순위로 하시길,혐오발언,지역,온라인 댓글
221,전형적인 홍어상은 존나 무장공비처럼 생기지않았냐? 힘 좀 꽤나 쓸거같은 인상,혐오발언,지역,온라인 댓글
222,광주자택에서 체포,혐오발언,지역,온라인 댓글
223,지금 방송중인데 술집 호스티스가 제보함ㅋㅋ박유천 같은 케이스일 확률 518%ㅋㅋㅋ역시 명불허전 우파이스ㅋㅋ,혐오발언,지역,온라인 댓글
224,"ㄹㅇ 전라도애들 돈에 굉장히 민감하고 돈앞에서 의리없고 호의앞에서 의리없다 정말 한국사람 맞는지 의문이 생길정도로 정,의리란게 없음",혐오발언,지역,온라인 댓글
225,전라도가 주요 공직 차지해서 각종 만행을 저지르는데 누가 곱게 보냐???검찰 꼬라지 봐 문재앙 정권 좌파의 구린 걸 덮기 위해 발악하는 전라도 검사들 봐라이상한 판결 내리는 판사도 전라도고 빨갱이들도 전라도가 졸라게 많고 매국질 하는 쓰레기들도 전라도가 다수고조국 열렬히 지지하고 문재앙민주당 공산독재 부정선거 쳐빨던 미친 지역이 전라도잖아,혐오발언,지역,온라인 댓글
226,그 시점까지 기다린 뒤에 ㄹㅇ 518때 홍어 잡듯이 진압해야 됨.노동력 부족한 이상 사람이 필요하긴 한데 한국에 온 이상 지금 우리 사회에 그들이 녹아야지근데 그러지 않고 그들만의 동네를 만들고 있음. 지금은 그쪽에서도 공격하지 않고 있으니 명분이 없다만 언젠가 걔네들도 대가리수 어느 정도 찼다 싶으면 폭동 일으킬건데 그때가 명분도 살고 시기적으로도 딱임,혐오발언,지역,온라인 댓글
227,슨상금 사냥꾼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
228,캬 역시 애국보수의 성지 대구답다! 대한민국 3대부촌 중 하나 대구!! 대구 까지 마라 대구 까면 무조건 홍어다 이니!,혐오발언,지역,온라인 댓글
229,쌍도가 원래 민도가 낮음...,혐오발언,지역,온라인 댓글
230,개쌍디언 전라디언뭔가 발음은 경상도 욕이.더 심한 것 같은데딱 봐도 전라디언은 그 자체,혐오발언,지역,온라인 댓글
231,머구 공무원들이 얼마나 썩어빠졌길래,혐오발언,지역,온라인 댓글
232,통수 일발 장전이노? 홍어새끼들 믿을 수가 있어야지,혐오발언,지역,온라인 댓글
233,전라도의 진골홍어가 목포듯이 개쌍도의 진골 통구이는 대구 달서구다.맨날 저기는 사건사고가 터지며 존나 가난한동네이자 얼굴형과 말투 성격이 너무 비슷하다.,혐오발언,지역,온라인 댓글
234,전라도 놈들이 다 해쳐먹는구나..,혐오발언,지역,온라인 댓글
235,홍어 새끼 말을 고대로 믿노 ?안철수 찍는다고 하고 문재인 찍음 ㅅㄱ,혐오발언,지역,온라인 댓글
236,어제 올라온걸 바로 또 올린게 더 소름이야 씨팔앰뒤 노양심 홍어같은년 ㅁㅈㅎ,혐오발언,지역,온라인 댓글
237,일베에도 홍어가 왜이리 많노,혐오발언,지역,온라인 댓글
238,"그래서 딱히 전문적인 기술도 필요 없고 상급자나 상관 똥꼬 빨아주는거랑 애새끼 쪼아대고 갈궈대는게 일상인 원,상사급 육군 부사관들 중에 홍어가 많제. 내가 있던 기보대대의 경우엔 대대에 120명에 달하는 부사관들 집합하면 그 중에 40% 가량이 홍어였다.",혐오발언,지역,온라인 댓글
239,하여튼 선거때마다 김부겸 밀어주는 조뼝신 통구이수준,혐오발언,지역,온라인 댓글
240,역시 외국계 기업이라 왜 [저 땅]에 대형마트가 없는 건지 모르는군 ㅋㅋㅋㅋㅋ물건은 돈을 내고 구입하는 게 아니라몰래 훔쳐오는 것이라는 생각이 보편적으로 자리잡은 지역이 바로 전라도인데 저기에 대형마트를? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
241,너네들 기독교가 보수라고 떠드는 거 속지마라가보면 죄다 전라도다경상도 몇명 앞에 세워두고 실제는 죄다 전라도다,혐오발언,지역,온라인 댓글
242,전라도언니? ㅁㅈㅎ,혐오발언,지역,온라인 댓글
243,문재인과 전라도거지들 척살,혐오발언,지역,온라인 댓글
244,이게 경상도 사람들 평균이구나 그래서 다들 경상도사람만보면 시끄럽고 뭔가 피해의식이 가득하다고들 말하는데,혐오발언,지역,온라인 댓글
245,"경상도 포항,부산 이쪽에서 당한거구만",혐오발언,지역,온라인 댓글
246,일반적인 표준말쓰는 마계사람으로써 사투리가 거슬린다는생각은 안해봄성격이 병신인거지,혐오발언,지역,온라인 댓글
247,아닙니다 아닙니다 이거 다 그짓말입니다저거 다 전라도 뱁니다,혐오발언,지역,온라인 댓글
248,대구 평균 ㅋㅋ,혐오발언,지역,온라인 댓글
249,이영자 멍청도더 멍청한 놈은 ㅁㅈㅎ,혐오발언,지역,온라인 댓글
250,저걸 청와대나 광화문가서 해야지 왜 촌동네에서 저러고있냐? 별 병신을 다보겠네,혐오발언,지역,온라인 댓글
251,아따 시조새파킹했노이련아ㅋㅋ 쌍도머 그남이노 아즉 재기 안했다노?,혐오발언,지역,온라인 댓글
252,경상도가 병신이라면전라도는 개병신일쁀임 ㅇㅇ,혐오발언,지역,온라인 댓글
253,쌍도부심 좆같지만 갓카홈그라운드 닥ㅇㅂ,혐오발언,지역,온라인 댓글
254,아이템 잡아서 캡쳐 뜨고 밑줄 긋고 열심히 했는데 쌍도드립 치다가 운지 해부렀노. ㅂㄷㅂㄷ?,혐오발언,지역,온라인 댓글
255,"시발 조만간 일베 씹선비 오겠네. ""여긴 쌍도 저장소거든요. 쌍도 까면 안돼요. 원래 홍어만 까는데. 요세 유입 많고 초중고 많아져서요. 유입 OUT 초중고 OUT""그리고 그 글은 일베 오겠지.",혐오발언,지역,온라인 댓글
256,쌍도나 홍어나 말 알아먹기 힘든건 매한가지네 ㅋㅋㅋ 시발 외국말하는줄알았다,혐오발언,지역,온라인 댓글
257,아따 오늘 민주화 수 와 이러노?? 홍어청정구역 선포해도 되겠네ㅋㅋㅋ,혐오발언,지역,온라인 댓글
258,"전라도 새끼들이 '토착왜구 KBS 안보기 운동'을 하는지 한번 지켜보자.뭐, 답이야 뻔하지만.",혐오발언,지역,온라인 댓글
259,apk 파일도 없는데 지인카톡에 무'슨' 수로 퍼뜨려ㅋㅋ빡대가리 한놈만 걸려라 이거네,혐오발언,지역,온라인 댓글
260,경상도새끼들 정신이 애새끼같아 ㅋㅋ전라도 다음으로 극혐 지역만으로 걸러야한다면1순위 전라도 2순위 경상도,혐오발언,지역,온라인 댓글
261,탈북자까는애들 1000%홍어,혐오발언,지역,온라인 댓글
262,머구도 절반은 문재앙 뽑았다지. ㅂㅅ들,혐오발언,지역,온라인 댓글
263,[팩트] 홍어는 한국사람 아니라 북괴 지령받는걸 이상하게 여기지 않음,혐오발언,지역,온라인 댓글
264,전라도가 불을 질렀다,혐오발언,지역,온라인 댓글
265,서울인데 구의원 부동산 아파트 윗층 아랫층 다 전라도임 ㅋㅋ,혐오발언,지역,온라인 댓글
266,마계 홍어 아주 인간관계 ㅆㅅㅌㅊ네 ㅋㅋㅋ인생 좆망 하는 테크,혐오발언,지역,온라인 댓글
267,통구이들이 에휴,혐오발언,지역,온라인 댓글
268,전라도 시발놈들은 싸그리 가스실로 111111,혐오발언,지역,온라인 댓글
269,절라도 문신충이라서 출소후가 기대된다!!! 호성이 빙의된 모습을...,혐오발언,지역,온라인 댓글
270,울산도 전라도판이다,혐오발언,지역,온라인 댓글
271,홍어들이 몰려오면 맨먼저 티나는게 댓글에 정게로 꺼져라 노땅아 부터 시작되는듯. . ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ추천홍어요정까지ㅋㅋ,혐오발언,지역,온라인 댓글
272,헐? 쌍자지는 그냥 잠재적범죄자취급할것도 없이 범죄자취급해야겠다 개씨발쌍도버러지새끼들,혐오발언,지역,온라인 댓글
273,강원도 삼척 이제 정신돌아올때 되지 않았는지.. 정말 요즘 벼락도 많이 치던데..,혐오발언,지역,온라인 댓글
274,변희재 닮으면 전라도다. 진중권도 당연히 전라도고,혐오발언,지역,온라인 댓글
275,전라도 인기 스포츠,혐오발언,지역,온라인 댓글
276,전라도 새끼들은 멍청해서 올인하거든 ㅋㅋ김머중에게 보여주던 라도종자의 똥개스러운 복종심을 이용하면 그 누구라도 대통령은 꿈이 아님,혐오발언,지역,온라인 댓글
277,전라도틀딱이나일베틀딱이나 다똑같음 나이어린애들보면 만지고싶어함,혐오발언,지역,온라인 댓글
278,"탈레반들이 잘 아는지는 모르겠지만,즌라도식 민주주으를 위해서 반홍어 상징적인 곳에 테러하면유공자되고 보상도 받을 텐데... ㅋㅋㅋㅋ",혐오발언,지역,온라인 댓글
279,쌍도 폭발시키기,혐오발언,지역,온라인 댓글
280,역시 졷망 대구평소에 부심만 존나 부리더니 수준이 홍어랑 동급;;,혐오발언,지역,온라인 댓글
281,내가 젤 싫어 하는게... 지역차별이랑 전라도다!!!,혐오발언,지역,온라인 댓글
282,주변 천지에 들리는 개쌍도 사투리는 뭐냐?,혐오발언,지역,온라인 댓글
283,"부산은 도대체가 나쁜건 자기부정을 하고, 좋은건 없구나",혐오발언,지역,온라인 댓글
284,천연발정제 홍어의 힘,혐오발언,지역,온라인 댓글
285,홍어는 민주화씨발아,혐오발언,지역,온라인 댓글
286,전라도 경상도 둘다 좆병신개쓰레기인데?,혐오발언,지역,온라인 댓글
287,대구 쓰래기 수준 ㅋㅋㅋ 마 왜 사노?,혐오발언,지역,온라인 댓글
288,대중을 이끄는 홍어의 여신,혐오발언,지역,온라인 댓글
289,518이 민주화 운동이라면 왜 국가에서 나서서 민주화운동이아니라고 하면 처벌까지 한다는걸까요 뭔가 찔리는게 있는가요,혐오발언,지역,온라인 댓글
290,목사 자격도 없고 학력위조한 가짜목사더만. + 전라도식 장애인 착취의 만남.,혐오발언,지역,온라인 댓글
291,대구새끼들 욕할게 아니라누가봐도 연출 또 쇼하는건데ㅋㅋㅋㅋ 머가리 모자란 일게이들 많노 ㅋ,혐오발언,지역,온라인 댓글
292,"코트 = 전라도 목포출신, 좌파임 ㅅㄱ",혐오발언,지역,온라인 댓글
293,김대중 개씨발새끼 ㅇㅈ 다리끊고 도망간거도 펙트 고로 난 ㅁㅈㅎ줌 좆승만 싫어하면 홍어새끼랑께요~~~~~~~~~~~~~~~~~,혐오발언,지역,온라인 댓글
294,지역감정조장하는건 욕먹을만하지않냐애초에 개쌍도새낄 다 잡아죽임 해결이긴한디,혐오발언,지역,온라인 댓글
295,그년의 환경 타령은 절라도새끼들 전매 특허더니저런데서는 왜 조용하노,혐오발언,지역,온라인 댓글
296,근데 야채 홍어새끼들은 정규시즌 다 끝나가는데 12번밖에 안 붙었냐,혐오발언,지역,온라인 댓글
297,그짝은 결정적인 순간 우덜으 힘이 작용함근데 설라디언도 마찬가지임,혐오발언,지역,온라인 댓글
298,벌라? 전라도?끄덕끄덕,혐오발언,지역,온라인 댓글
299,사회 생활 조금만해보면 전라도나 경상도가 둘다 병신인거 알텐데 방구석에 쳐박혀있는걸 존내 티내내경상도 욕하는게 홍어새끼들밖에없는줄알지?? 난 토종 충청인인데 경상도 허세부리는새끼들 존나 역겨워 쓰렉앜ㅋㅋ,혐오발언,지역,온라인 댓글
300,ㅈㄹ니가 개쌍도라 그렇잖아 왜 그렇다고 말을못하니ㅠㅠ,혐오발언,지역,온라인 댓글
301,그냥 가라 병신년아니는 개쌍도년 아니냐 홍어같은 새끼,혐오발언,지역,온라인 댓글
302,홍어새끼들 말이 저리 기노 ㅋㅋㅋㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
303,거기 교장이 전라도 인간인듯하다 이기야,혐오발언,지역,온라인 댓글
304,댓글에 분탕홍어들 다 모였네 ㅋㅋㅋ,혐오발언,지역,온라인 댓글
305,부산 홍어멀티 된지 오래인데 뭔 영호남이냐 ㅋㅋㅋㅋ 그냥 적자호남 양자호남 대전이지 ㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
306,뭔가 벼루고 있었던 모양이네 꼬투리 잡는거 보니까 아님 고향이? 설라디언이던가 ㅋㅋㅋ,혐오발언,지역,온라인 댓글
307,끄덕? 머구머구,혐오발언,지역,온라인 댓글
308,머구 저임금은 똑독한 애들 타지로 보내고 돌대가리만 남게 되는 악순환을 초래한다.,혐오발언,지역,온라인 댓글
309,마누라도 전라도겠지? 마누라정보는 없냐? 애들은 어쩔 기본도덕관념도 없는데 뭐?? 변호사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
310,개슬람과 전라도는 전부 불에 태워,혐오발언,지역,온라인 댓글
311,아휴 시발 좆같은 서울 뺀질이새끼들,혐오발언,지역,온라인 댓글
312,그냥 전라도새끼들은 다 빨갱이 아니냐? 어딜가나 정부한테 지롤하는 것들은 죄다 전라도들이야,혐오발언,지역,온라인 댓글
313,쌍도놈들이 남자다운척 하는건 있지그게 멋인줄암그래도 전라도만 하겠냐만은ㅋㅋㅋㅋㅋ,혐오발언,지역,온라인 댓글
